2013_01_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89e-05,0.004290524,0.011774892,0.019307359,0.026099086,0.032025012,0.037166907,0.041726792,0.051144781,0.063189033,0.079326599,0.098662819,0.110663781,0.123434343,0.137580568,0.153891294,0.161553632,0.168494468,0.175420875,0.182227032,0.176469456,0.17048581,0.164925445,0.158412698,0.127282347,0.100663781,0.08042809,0.063357383,0.052284752,0.04038961,0.027392977,0.012746513,0.000692641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_01_02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77e-05,0.007556518,0.01994228,0.032626263,0.043636364,0.053030303,0.060981241,0.068249158,0.084911015,0.105603656,0.128658009,0.153434343,0.161178451,0.168547379,0.175497835,0.182063492,0.178624339,0.175262145,0.172833093,0.171173641,0.157147667,0.143641174,0.13026936,0.115805676,0.090745551,0.071702742,0.056984127,0.044333814,0.036541607,0.028181818,0.019134199,0.008975469,0.000615681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_01_03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33e-05,0.002328042,0.005295815,0.008234728,0.011101491,0.013833574,0.016373256,0.018648389,0.01997595,0.020976431,0.021678692,0.022106782,0.022943723,0.023588264,0.024054834,0.024324194,0.025113035,0.025709476,0.026094276,0.026238576,0.025877826,0.025271765,0.024425204,0.023338143,0.021649832,0.0197114,0.017551708,0.015189995,0.012631073,0.0098557,0.006887927,0.003737374,0.000538721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_01_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33e-05,0.002063492,0.004545455,0.006988937,0.009365079,0.011625782,0.013746994,0.015723906,0.017378547,0.018807119,0.02001924,0.021014911,0.021640212,0.022039442,0.022236652,0.022241462,0.022563733,0.022712843,0.022674363,0.022453102,0.021746032,0.020865801,0.0198076,0.018566619,0.016979317,0.015238095,0.013352573,0.011346801,0.009369889,0.007263107,0.005055315,0.002789803,0.00047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_01_05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7e-05,0.002395382,0.005045695,0.007657528,0.01012025,0.012424242,0.014550265,0.016286676,0.017729678,0.018994709,0.02007215,0.020971621,0.021630592,0.022097162,0.022371332,0.022462722,0.022433862,0.022227032,0.021847042,0.021303511,0.020596441,0.01974026,0.018734969,0.017594998,0.016113516,0.014511785,0.012760943,0.010817701,0.008956229,0.006974507,0.004891775,0.002751323,0.000524291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_01_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62e-05,0.004006734,0.008994709,0.013684464,0.017878788,0.021688312,0.025141895,0.028234728,0.032366522,0.036507937,0.040716691,0.045286195,0.05011063,0.055435305,0.062053872,0.072193362,0.073621934,0.075651756,0.07978355,0.085334295,0.078749399,0.072265512,0.067835498,0.065291005,0.059355459,0.053674844,0.047994228,0.042289562,0.035877826,0.028816739,0.020894661,0.011418951,0.002299182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_01_07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025493,0.004785955,0.01021164,0.015464165,0.020880231,0.026228956,0.031390091,0.036483886,0.04032227,0.044050024,0.047705628,0.051404521,0.052486772,0.053573834,0.054410774,0.054949495,0.054151034,0.053376623,0.052486772,0.051380471,0.049326599,0.047099567,0.044656085,0.042044252,0.037258297,0.032563733,0.027931698,0.023290043,0.019446849,0.015324675,0.010952381,0.006378066,0.001673882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_01_08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025974,0.004598365,0.009273689,0.013790284,0.018403078,0.023001443,0.027599808,0.032332852,0.023828764,0.027243867,0.03041847,0.034511785,0.037768158,0.039499759,0.042174122,0.043044733,0.044458874,0.044733045,0.045117845,0.046209716,0.047397787,0.046979317,0.045743146,0.042837903,0.039490139,0.035165945,0.02952381,0.022400192,0.015531506,0.0098076,0.005305435,0.004261664,0.001452621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_01_09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037999,0.002279942,0.002477152,0.004733045,0.006719577,0.008710919,0.013492063,0.014800385,0.01981722,0.02019721,0.023174603,0.023078403,0.022385762,0.01969697,0.018869649,0.024506975,0.023549784,0.022530063,0.026455026,0.025060125,0.024074074,0.023876864,0.022732083,0.02021645,0.017792208,0.014247234,0.012886003,0.0096633,0.008278018,0.005704666,0.003833574,0.001991342,0.000731121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_01_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000577201,0.011063011,0.013068783,0.016075036,0.024199134,0.036310726,0.047436267,0.06007215,0.074766715,0.108730159,0.133924964,0.14982203,0.1801924,0.192356902,0.212592593,0.229384319,0.228908129,0.235199615,0.233891294,0.231856662,0.223155363,0.210505051,0.184886965,0.173809524,0.145257335,0.096618567,0.080846561,0.068797499,0.056036556,0.04962963,0.024954305,0.017402597,0.008821549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_01_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001544012,0.007777778,0.015521886,0.016988937,0.027455507,0.037989418,0.049273689,0.058884079,0.078658009,0.088306878,0.106988937,0.117359307,0.125007215,0.13997595,0.148556999,0.1596152,0.162842713,0.166705147,0.171380471,0.167003367,0.162101972,0.157445887,0.142073112,0.138013468,0.093241943,0.079408369,0.074656085,0.05989418,0.055175565,0.036358826,0.028561809,0.023448773,0.004391534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
